"(株)NoctC（ノクトシー） ","グループ計700名（うちパート・アルバイト580名）","51〜100名",NO DATA,NO DATA,"(株)NoctC（ノクトシー）採用直通電話：03-5784-1272"
"(株)メガテック ","700名","1〜5名","jinji@megatech.jp","043-302-5201","本社TEL：043-302-5201（代表）総務部/採用担当"
"(株)サンエイ ","25名（2016年11月現在）","若干名","matsui@sanei-co.com","06-6110-8855","(株)サンエイ大阪市西区阿波座2-1-1大阪本町西第一ビルディング4階TEL:06-6110-8855"
"一般社団法人大阪ファルマプラン ","55名（2015年11月）","若干名","k-sakuda@faruma.co.jp","06-6477-8088","〒555-0024　大阪市西淀川区野里3丁目6番8号TEL:06-6477-8088本部採用担当、作田（さくだ）まで "
"(株)フュービック(クリエイティブシステムエンジニア採用） ","350名(2013年9月)","若干名","relax_recruit@fubic.com","03-6279-1554","〒169-0073東京都新宿区百人町1-13-1　ローズベイ新宿ビル2F人事部　影山TEL：03-6279-1554"
"永森商事(株) ","207名（2015年4月現在）","1〜5名","jinzai.uenami@nagamori.net","076-413-2112","永森商事(株)〒930-0028富山県富山市荒町5-5TEL:076-413-2112人事課課長　上波 憲二"
"サンコーリサイクル(株) ","29名","若干名",NO DATA,"052-601-8883052-601-8863","〒476-0006　愛知県東海市浅山三丁目190番地TEL:052-601-8883 FAX:052-601-8863"
"丸登電業(株) ","80名","1〜5名","ikeda_shoji@maruto.co.jp","0266-23-4833","お気軽にお問い合わせくださいTEL 0266-23-4833採用担当　池田　祥二"
"(株)イプサ ","約450名（2015年2月現在）","31〜35名",NO DATA,NO DATA,"〒107-0052 東京都港区赤坂7-1-16　オーク赤坂ビル10F (株)イプサ　　事業管理部　入江（いりえ）坂本（さかもと） 03-3405-2433（ダイヤルイン）0120-06-3433（フリーダイヤル）受付時間　／　平日9：30〜18：00"
"(株)ファーマテック（そよ風薬局グループ） ","113名","6〜10名","saiyou@ph-t.co.jp","03-6908-6205","〒160-0023東京都新宿区西新宿7-9-18　第三雨宮ビル2階株式会社ファーマテック新卒採用担当：安間（やすま）TEL：03-6908-6205"
"名鉄運輸(株) ","3,807名（2016.2）","21〜25名","moki@meitetsuunyu.co.jp","052-935-7832","〒461-0004愛知県名古屋市東区葵2丁目12番8号人事部　採用担当／児山・沖TEL:052-935-7832"
"(株)MAP経営 ","46名（2016年4月現在)","6〜10名","jinji@mapka.jp ","03-5365-15009001830","(株)MAP経営　担当：大石、森脇 所在地：東京都中野区本町2-46-1 中野坂上サンブライトツイン23F Tel:03-5365-1500 （平日9:00〜18:30）"
"(株)宮作 ","32名（男27名　女5名）※2016年1月","若干名",NO DATA,"0254-53-3184","〒958-0872新潟県村上市片町4-12(株)宮作　採用担当TEL：0254-53-3184"
"アルヒ(株)【旧社名：SBIモーゲージ(株)】 ","197名（2015年3月31日）","6〜10名","recruit@aruhi-group.co.jp","03-6229-0052","アルヒ株式会社採用担当〒106-6022 東京都港区六本木1-6-1 泉ガーデンタワー22F TEL:03-6229-0052（人事部）"
"日新薬品工業(株) ","127名（2015年9月期）","11〜15名","2017saiyo@nissin-yk.co.jp","0120-4156-88","〒520-3426　滋賀県甲賀市甲賀町田堵野80-1採用担当／鍋家（なべや）TEL／フリーダイヤル　0120-4156-88"
"中津川包装工業(株) ","126名","1〜5名","soumu@nb-npi.co.jp",NO DATA,"〒486-0934　愛知県春日井市長塚町2丁目12番地総務経理部　高橋まで"
"トオカツフーズ(株) ","587名(2015年9月現在)※嘱託を含む　パート社員3,435名 ","21〜25名","recruit@tokatsu.co.jp","0120-102-734","〒223-0061 横浜市港北区日吉七丁目15-14号トオカツフーズ(株) 採用担当小蔦・高橋・甲斐TEL:0120-102-734"
"吉川建設(株) ","247名(Ｈ27年12月1時点)","11〜15名","jinji@yoshikawaken.co.jpys0433@yoshikawaken.co.jp","0265-22-3400","吉川建設（株）採用担当：久保田〒395-8666長野県飯田市松尾町2-25TEL： 0265-22-3400"
"呉農業協同組合 ","410名（職員264名/嘱託・パート146名）※2015年3月時点","若干名",NO DATA,"0823-25-1200","〒737-0811広島県呉市西中央1丁目2番25号呉農業協同組合　総務部人事課TEL:0823-25-1200"
"(株)T・D・S （高松自動車学校） ","80名","若干名","E-mail:oubo@t-ds.jp","087-867-7439","(株)T・D・S　高松自動車学校〒761-8056　高松市上天神町646採用担当／総務　上田TEL:087-867-7439●受付時間　平日　9:00〜18:00"
"(株)新興出版社啓林館【啓林館】 ","203名（2016年3月現在）","6〜10名","jinji@shinko-keirin.co.jp","06-6779-1531","〒543-0052 大阪府大阪市天王寺区大道4丁目3番25号TEL.06-6779-1531採用担当者"
"(株)ほくつう【旧社名：北陸通信工業(株)】 ","505名（2016年1月現在）","21〜25名","web@hokutsu.co.jp","076-237-3809076-237-1440","〒920-8515　石川県金沢市問屋町1-65　TEL:076-237-3809　FAX:076-237-1440　本社事業部 総務部　矢尾 忍"
"(株)クリエイトグループ ","120名(2016年4月現在)","16〜20名",NO DATA,"092-762-1800092-762-1801","〒810-0022福岡市中央区薬院1-1-1　薬院ビジネスガーデン4F(株)クリエイトグループ　新卒採用担当：神代(コウジロ)TEL：092-762-1800／FAX：092-762-1801"
"大和歯車製作(株) ","147名(大阪本社23名　和歌山工場124名) （2016年4月）","若干名","dw-saiyou@daiwa-gear.jp","06-6782-5141","〒577-0037大阪府東大阪市御厨西ノ町1-1-32総務部　山内TEL:06-6782-5141"
"三和エナジー(株) ","217名（男性193名、女性24名）","6〜10名","info@sanwa-energy.com","045-432-2983","三和エナジー株式会社　総務人事グループTEL:045-432-2983"
"(株)大進 ","91名（男子74名　女子17名） ※2016年1月現在","1〜5名","h-ueno@net-daishin.co.jp ","099-239-2800","〒890-0016 鹿児島県鹿児島市新照院町21-7Tel : 099-239-2800担当：総務営業課　上野 "
"旭洋造船(株) ","155名（2015年3月末現在）","1〜5名","saiyo@kyokuyoshipyard.com","083-246-2501","旭洋造船株式会社総務部　採用担当〒752-0953山口県下関市長府港町8番7号TEL:083-246-2501"
"(株)乾酒店 ","13名","1〜5名","info@inuisaketen.com",NO DATA,"〒581-0883大阪府八尾市恩智中町3-68新卒採用担当　乾 多歌子"
"(株)水口スポーツセンター ","・プール事業部70名（H28年4月現在） ・乗馬事業部20名（H28年4月現在）","1〜5名",NO DATA,NO DATA,"〒528-0051　滋賀県甲賀市水口町北内貴770748-63-1200採用担当まで"
"社会福祉法人竹仙会　幼保連携型認定こども園　竹宝保育園 ","正職員３２名と非常勤職員２名　給食調理は外部委託（調理委員４名）","1〜5名","info@chikuhou.ed.jp","072-299-5124","〒590-0141大阪府堺市南区桃山台4-1-1竹宝保育園　　担当：門谷TEL：072-299-5124"
"(株)ルクールプラス ","10名","6〜10名","saiyo@lecoeul.co.jp","03-5776-1234","〒105-0013 東京都港区浜松町2-7-15 日本工築2号館ビル2FTEL:03-5776-1234担当：山内"
"(株)渡辺製作所 ","175名（2015年４月）","若干名","sakamoto@wtb.co.jp","0276-40-5083","〒373-0019　群馬県太田市吉沢町1058-5 104号(株)渡辺製作所　採用担当TEL: 0276-40-5083 "
"(株)ニューコーポレーション（草津ナウリゾートホテル・草津温泉奈良屋） ","120名(男80名・女40名) ","16〜20名","soumu@kusatsu-now.co.jp","0279-88-5111","代表会社/(株)ニューコーポレーション〒377-1711　群馬県吾妻郡草津町白根750TEL:0279-88-5111FAX:0279-88-5110総務課 町田"
"(株)エムフロ ","65名(2016年4月現在)","若干名","shinsotsuhr@mfro.net","03-6455-6911","〒150-6023東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイスタワー23階(株)エムフロ　採用担当TEL：03-6455-6911"
"(株)テクラス ","30名（2016年4月現在）","1〜5名","recruit@tecrus.co.jp","03-5148-5225","〒104-0045東京都中央区築地1-4-5第37興和ビル2FTEL:03-5148-5225FAX:03-5565-0350(株)テクラス採用担当"
"社会福祉法人おおとり福祉会 ","正社員170名 非常勤105名 （2015年11月）","6〜10名","otorifukushikai@nifty.com","072-275-1555","593-8325大阪府堺市西区鳳南町5-575-1社会福祉法人おおとり福祉会　採用担当山本TEL:072-275-1555FAX:072-275-1775"
"平成建設(株) ","18名（2015年12月）","1〜5名",NO DATA,"0299-23-0611","〒315-0013茨城県石岡市府中2-3-16採用担当TEL：0299-23-0611FAX：0299-23-0612"
"(株)ヤマプラ ","24名","1〜5名","saiyo@yp1.jp","0748-34-8870","〒523-0893滋賀県近江八幡市桜宮町294 YP1TEL:0748-34-8870FAX:0748-34-8976"
"社会福祉法人みどりの里 ","226名(2016年3月実績)","1〜5名","midorinosato@k6.dion.ne.jp","0565-74-4165","471-0823愛知県豊田市今町５丁目４０番地１採用担当 ／ 牧原TEL：0565-74-4165"
"長谷川工業(株) ","197人 西暦2016年2月 現在 (単体)","1〜5名",NO DATA,NO DATA,"〒550-0002大阪府大阪市西区江戸堀2-1-1 江戸堀センタービル14F長谷川工業株式会社　06-6446-1845(代)総務部 採用担当"
"(株)サンキ ","65名","6〜10名","sanki@3ki/co.jp","052-884-25553","〒456-0032愛知県名古屋市熱田区三本松町6-5TEL:052-884-2555　代表Mail：sanki@3ki.co.jp担当：安藤"
"(株)小島薬局 ","74名（うち薬剤師41人、登録販売者15人、事務18名）","若干名","s-ooishi@jazz.email.ne.jp","055-926-8866","〒410-0007静岡県沼津市西沢田730(株)小島薬局TEL　055-926-8866本部採用担当・大石までお問合せください。"
"アポロリテイリング(株)【出光興産グループ】 ","154名（2015年11月現在）","1〜5名",NO DATA,"03-3551-8711","〒104-0042 東京都中央区入船3-1-13　エーユー入船ビル3階、4階アポロリテイリング株式会社　採用担当TEL：03-3551-8711"
"キュートーグループ【キュートーシステム(株)他2社】 ","320名","51〜100名","recruit17@q-to.co.jp","092-477-8363092-477-8361","〒812-0016福岡市博多区博多駅南3-1-7　Q−TOビル担当／広報人事部　新卒採用担当新卒採用 専用ダイヤルTEL：092-477-8363（代）　FAX：092-477-8361営業時間：平日　9：00〜18：00休日：土・日・祝日"
"(株)フォーリーフ【のぞみ薬局】 ","57名（2014年11月15日現在）","1〜5名","nozomi-jinji@globe.ocn.ne.jp","082-847-6017082-847-6018","(株)フォーリーフ（のぞみ薬局）〒731-0221広島市安佐北区可部3-37-40-101TEL 082-847-6017　FAX 082-847-6018採用担当まで"
"(株)アデランス【東証一部上場】 ","＜単体＞　2,407名（2016年1月末現在） ＜連結＞　6,103名（2016年2月末現在）","16〜20名","jinji@aderans.com","03-3350-3003","〒160-0007東京都新宿区荒木町13番地4　住友不動産四谷ビル6階(株)アデランス　人事部　新卒採用担当TEL:03-3350-3003"
"(株)舞鶴ホンダ ","250名（うち正社員87名）","26〜30名","ryouko.tanaka@maihon.net",NO DATA,"(株)舞鶴ホンダ　〒624-0946京都府舞鶴市下福井882-200773-78-3344社長室　田中良子"
"オカダホールディングス【岡田電気産業(株)／新桜井電機(株)】 ",NO DATA,"21〜25名",NO DATA,"03-5672-2097","〒124-0023東京都葛飾区東新小岩2-1-9採用係 Tel : 03-5672-2097"
"(株)ストンプ・スタンプ ","50名","6〜10名",NO DATA,"03-5447-3486","〒106-0047東京都港区南麻布5-2-32 興和広尾ビル2FTEL：03-5447-3486(株)ストンプ・スタンプ　新卒採用担当"
"(株)学究社(進学塾ena、新宿美術学院、新宿セミナー)【東証一部上場】 ","1864名（正社員343名）※2015年3月31日時点","36〜40名","recruit@ena.co.jp","03-63005311","〒151-0053東京都渋谷区代々木1-12-8TEL 03-6300‐5311（代表）新卒採用担当：岡"
"アリアケジャパン(株) ","約430名(2015年3月31日現在) ※日本国内(正社員)のみ","16〜20名","saiyou@ariakejapan.com","03-3791-3301","〒150-0022　東京都渋谷区恵比寿南3-2-17総務部　2017年新卒採用係TEL:03-3791-3301"
"社会福祉法人　平成会 ","650名","31〜35名","heiseikai@heisei-kai.jp","0263-51-6610","〒399-6461長野県塩尻市宗賀1298-92　TEL:0263-51-6610社会福祉法人　平成会　人事部　宮澤優一"
"住友電工焼結合金(株) ","1,028名（2016年1月末現在）","1〜5名","oss-soumu@info.sei.co.jp","0866-42-4161","住友電工焼結合金(株)　総務部 人事総務グループ 野口/三宅〒716-0192岡山県高梁市成羽町成羽2901番地TEL:0866-42-4161（代表)"
"正和シール販売(株) ","48名（2016年4月現在）","1〜5名","info@seiwaseal.co.jp",NO DATA,"〒171-0051　東京都豊島区長崎1-11-16正和シール販売(株)業務課電話番号　03-5917-8775FAX番号　03-3530-2341"
"パナソニックデバイスタイコー(株) ","160名（2014年度末現在） ","若干名",NO DATA,"0287-29-3355","〒324-0037　 栃木県大田原市上石上字東山1843-6 採用担当TEL:0287-29-3355 "
"(株)ゼコー ","32名(2015年10月現在)","若干名","jinji@zeco.co.jp","092-461-2515092-415-1372","(株)ゼコー採用担当：集路・土江〒812-0893福岡県福岡市博多区那珂6-1-2TEL：092-461-2515　FAX：092-415-1372"
"(株)リンカイ ","95名（2016年1月1日現在）","若干名","recruit2017@kk-rinkai.co.jp","072-268-0333","〒592-8352大阪府堺市西区築港浜寺西町7番地(株)リンカイ　採用担当TEL:072-268-0333"
"中央開発(株) ","315名(2016年3月)","11〜15名","jinji@ckcnet.co.jp","03-3208-3109","〒169-8612住所　東京都新宿区西早稲田三丁目13番5号部署　総務部TEL：03-3208-3109"
"(株)トレジャー・トレーディング ","42名（※パート・アルバイト・非常勤含む）","31〜35名",NO DATA,"06-6541-6887","■所在地 〒550-0011 大阪市西区阿波座1丁目13-13　サムティ西本町中央ビル2F ■問い合わせ TEL:06-6541-6887"
"大阪マツダ販売(株) ","334名（男子288名・女子46名、2016年3月時点）","若干名","soumu@osaka-mazda.co.jp","06-6953-7331","大阪マツダ販売(株)大阪市旭区高殿4丁目22番40号総務部　渡井口・山崎TEL:06-6953-7331"
"Pro-X(株) ","36名(男：30名、女：6名）","1〜5名",NO DATA,NO DATA,"〒 553-0001大阪府大阪市福島区海老江2丁目1-31　青山ビル5Ｆ06-6452-5400（採用担当者：辻本）"
"(有)かんまき薬局（ABC薬局） ","92名","6〜10名",NO DATA,"075-963-2220","【ABC薬局　島本店】採用担当／丸山TEL:075-963-2220"
"ワミレスコスメティックス(株)  ","61名（グループ全体で155名、全関連会社合計で約500名）","若干名","saiyo@wamiles.co.jp","045-847-0001","〒233-0004　神奈川県横浜市港南区港南中央通7-16TEL:045-847-0001　総務部／採用担当 大橋・横田・高野"
"(株)大三商行 ","168名","1〜5名","daisan.nagano@gmail.com","0436-41-0355","〒　290-0069住所　千葉県市原市八幡北町2-11-1部署　千葉支店／永野TEL：0436-41-0355"
"宍倉(株) ","130名 ※グループ計545名（うち社員100名）","6〜10名","info@s-leo.com","0470-82-6001","宍倉(株)　管理部〒298-0216　千葉県夷隅郡大多喜町大多喜61-1TEL 0470-82-6001 ＜会社説明会開催会場＞フードランドレオ誉田店（千葉県千葉市緑区誉田町2-24-66）http://www.s-leo.com/store/honda.php交通／JR外房線誉田駅南口下車徒歩5分（JR千葉駅より4駅）"
"(株)トヨタレンタリース石川 ","95名(2015年4月現在)","1〜5名","soumu@toyota-rl.co.jp",NO DATA,"総務部　人事総務課　　担当／中嶋、泉野（ナカシマ、イズミノ）（076）226-2222"
"社会福祉法人目黒区社会福祉事業団 ","262名（2016年4月）※常勤職員数 ","6〜10名",NO DATA,"0357219661","〒153-0051目黒区上目黒２−１９−１５ 　目黒区総合庁舎別館７階社会福祉法人目黒区社会福祉事業団　採用担当TEL:03−5721−9661"
"兵庫西農業協同組合（JA兵庫西） ",NO DATA,"51〜100名","HGNsaiyo-jf2@ja-hyogonishi.jp","079-289-8426","〒670-0940兵庫県姫路市三左衛門堀西の町216番地　兵庫西農業協同組合　本店人事部　TEL:079-289-8426"
"(株)ケアリッツ・アンド・パートナーズ ","570名 ※正社員 350名、登録社員 220名 (平成28年1月1日現在)","16〜20名","shinsotsu_saiyo2017@careritz.co.jp ","03-6273-1356","〒160-0022東京都新宿区新宿4-1-6 JR新宿ミライナタワー8階新卒採用担当TEL:03-6273-1356"
"天昇電気工業(株) ","506名（2015年3月現在）","6〜10名",NO DATA,"042-788-1555","東京都町田市南町田5-3-65　天幸ビル17（旧住所・東京都町田市鶴間687-1　天幸ビル17）天昇電気工業(株)総務人事部　採用担当宛TEL:042-788-1555FAX:042-796-6333"
"(株)頸城建工【KUBIKI　住まいのリフォーム専門店アクト】 ","80名(2015年3月現在)","1〜5名","recruit@kubiki-kenko.com","025-543-1802","〒942-0147 上越市頸城区西福島522-3 TEL/025-543-1802 "
"(株)ジーズコンサルティング ","12名","若干名",NO DATA,"03-5428-4360","〒150-0021東京都渋谷区桜丘町2-6 フルキャストビル4FTel03-5428-4360／新卒採用担当（マイナビ2017を見たとお伝え下さい）"
"(株)大谷商会 ","92名（2016年4月）","1〜5名","m_hasegawa@otani-shokai.com","025-274-7111","(株)大谷商会　　　採用担当　総務／長谷川住所：〒950-0814　　　新潟市東区逢谷内 463TEL：025-274-7111"
"(有)山口そうごう自動車学校 ","36名(男性：26名、女性：10名)","1〜5名",NO DATA,"083-972-1058","〒754-0002山口県山口市小郡下郷７６２(有)山口県綜合自動車学校採用担当TEL 083-972-1058"
"小田島商事(株) ","171名（2015年12月末現在）","6〜10名","soumu@odashima-shouji.co.jp","0198-26-41510198-30-2421","〒025−0311岩手県花巻市卸町66番地小田島商事(株)　採用担当　阿部美智子・久保田香織TEL:0198-26-4151　FAX:0198-30-2421"
"(株)メジャース ","40名 ","6〜10名","E-mail：saiyo@majors.co.jp　","03-5414-3140","(株)メジャース　人事部 採用担当TEL:03-5414-3140E-mail：saiyo@majors.co.jp　"
"(株)セントラルサービスシステム（セントラルサービスシステムグループ） ","総従業員数 4,302名（うち社員数194名） ＜2015年9月期現在＞","6〜10名","css-jinji@css-ltd.co.jp",NO DATA,"株式会社セントラルサービスシステム   採用担当〒103-0001東京都中央区日本橋小伝馬町10番1号採用受付専用ダイヤル:0120-411-292"
"(株)エスツーソフト ","25名（2015年10月時点）","6〜10名","info@s2soft.co.jp","03-5298-6821","〒101-0023　東京都千代田区神田松永町10　長谷川ビル採用担当TEL：03-5298-6821 "
"(株)ねぼけ ","51名","1〜5名","recruit@neboke-jinji.com",NO DATA,"〒312-0058 茨城県ひたちなか市西光地2-1-25ねぼけ　採用チーム採用ダイヤル:0800-600-8647(通話無料、受付時間10:00〜17:00)"
"(株)トラストシステム ","193名","21〜25名","saiyo@trustsystem.co.jp","03-3253-0391","〒101-0021 東京都千代田区外神田4-14-1　秋葉原UDX 北ウイング8FTEL:03-3253-0391 ＜ 人事：木元英晶（きもとひであき） ＞"
"(株)ユニオンプレート ","380名","16〜20名","saiyou@union-plate.co.jp","026-261-4061","〒389-0802長野県千曲市大字内川622-1採用担当　宮本(ミヤモト)・山口（ヤマグチ）TEL：026-261-4061"
"DXアンテナ(株) ","463名","11〜15名","jinji@dxantenna.co.jp","078-682-2255","〒652-0807　兵庫県神戸市兵庫区浜崎通2番15号　人事部 人事課　担当／奥田　TEL:078-682-2255"
"(株)マーチャンダイジング・オン ","65名（2015年11月現在）","1〜5名","recruit@mdingon.com","03-5332-66761017","採用担当窓口TEL：03-5332-6676【10時〜17時】採用担当：高牟礼（たかむれ）、長谷川"
"(株)セキショウライフサポート ","60名（2015（平成27）年4月）","1〜5名",NO DATA,"0296-25-3220","〒308-8512茨城県筑西市一本松1755-2(株)セキショウライフサポート　採用担当TEL.0296-25-3220"
"(株)スマイル ","500名（2016年1月）","21〜25名","korai_k@smile-kaigo.co.jp","045-312-0600","〒220-0004　神奈川県横浜市西区北幸2-8-4　横浜西口KNビル17Ｆキャリア開発課  高麗 (こうらい)　TEL：045-312-0600 "々木2-2-1　小田急サザンタワー16Ｆ人財・品質統括部　人財採用室　新卒採用担当E-mail：2017saiyou@moshimoshi.co.jp"
"(株)コミプラエージェント ","20名","1〜5名",NO DATA,"092-511-7766","(株)コミプラエージェント採用担当　切通、時枝〒815-0041福岡市南区野間3-7-9TEL：092-511-7766"
"(株)リアルユナイテッド ","約20名（2016年1月）","6〜10名",NO DATA,"03-5213-072503-5213-0735","〒102-0094東京都千代田区紀尾井町3-12　紀尾井町ビル18F株式会社リアルユナイテッド　採用担当宛TEL:03-5213-0725 FAX:03-5213-0735"
"(株)スマイル ","500名（2016年1月）","21〜25名","korai_k@smile-kaigo.co.jp","045-312-0600","〒220-0004　神奈川県横浜市西区北幸2-8-4　横浜西口KNビル17Ｆキャリア開発課  高麗 (こうらい)　TEL：045-312-0600 "��","21〜25名","korai_k@smile-kaigo.co.jp","045-312-0600","〒220-0004　神奈川県横浜市西区北幸2-8-4　横浜西口KNビル17Ｆキャリア開発課  高麗 (こうらい)　TEL：045-312-0600 "
"ネッツトヨタ秋田(株) ","246名（男209名・女37名）","6〜10名","keiri01@netz-akita.co.jp","018-862-5555","〒010-0941秋田県川尻町字大川反233-49管理本部 加納 健次TEL:018-862-5555"
"(株)シーエスシーサービス【CSCサービス】 ","195名（男性60名・女性135名／2015年10月現在）","16〜20名","recruit@mail.srvc.jp","06-4259-8799","株式会社CSCサービス人事担当：大塲（オオバ）までお気軽にどうぞ〒537-0011大阪市東成区東今里3-1-10TEL：06-4259-8799"
"(株)トヨタレンタリース兵庫 ","196名（2015年11月） ※内正社員　184名","6〜10名","k-tanigawa@r-hyogo.jp","078-576-6155","本社総務部　採用担当／谷川TEL:078-576-6155"
"社会福祉法人ゆたか会 ","325名(2016年1月) ","6〜10名",NO DATA,"0740-22-3490","〒520-1605滋賀県高島市今津町南新保87番地14TEL：0740-22-3490採用担当　"
"(株)布袋屋薬局【ホテヤ薬局】 ","48名","若干名","honbu@hoteya.co.jp","0186-42-2424","(株)布袋屋薬局〒017-0841秋田県大館市字大町93番地総務部　総務課TEL: 0186-42-2424"
"(株)アート ","84名","若干名","zinzi@art-japan.co.jp（採用専用）",NO DATA,"管理本部管理課 採用担当／落合"
"(株)シリコンテクノロジー【カーリットホールディングスグループ】 ","111名","若干名","h.hisashi@s-tc.co.jp","0267-53-6440","〒384-2204長野県佐久市協和897-20事務部担当：久（ひさし）・浅井TEL：0267-53-6440"
"(株)ライブリー ","230名(薬剤師109名)","6〜10名","saiyou@lively-pharma.jp","019-654-7100","総務本部　　田中　和〒020-0062岩手県盛岡市長田町2-21TEL:019-654-7100　FAX:019-626-0844"
"(株)若武者ケア ","360名（正社員110名、パート・登録へルパー250名） （平成28年10月現在）","6〜10名","kumiko@wakamusha-care.jp","045-349-5181","〒234-0055神奈川県横浜市港南区日野南1-6-17勇吉第五ビル303号採用担当　吉田久美子TEL:045-349-5181"
"（株）日本ビジネスソフト ","102名（2015年4月）","11〜15名",NO DATA,"0956-30-7200","〒859-3153長崎県佐世保市三川内新町27-１佐世保テクノパーク(株)日本ビジネスソフト　採用担当TEL. : 0956-30-7200"
"西日本メディカルリンク(株) ","140名【2015年12月現在】","1〜5名","saiyou@jml-west.jp","086-241-8776","〒700-8503 岡山市南区西市114-2TEL：086-241-8776（人事直通）担当：中村"
"中外鉱業グループ ",NO DATA,"6〜10名","saiyo@chugaikogyo.co.jp","03-5220-29189001700","〒100-6312東京都千代田区丸の内2-4-1　丸ビル12階中外鉱業グループ　採用窓口担当：山口・田邊・丸橋【TEL】03-5220-2918（平日9：00〜17：00）"
"三井住友建設(株) ","2,552名(2016年3月末現在)","51〜100名","intro@smcon.co.jp","03-4582-3024","採用受付窓口〒104-0051東京都中央区佃二丁目1番6号管理本部　人事部毛利、松山、赤澤TEL:03-4582-3024"
"(株)佐久間組【サクマホーム】 ","15名","1〜5名","info@39mg.com","025-387-3752","(株)佐久間組　　採用担当 新潟県新潟市北区木崎2183 TEL.025-387-3752"
"峰澤鋼機(株) ","99名","若干名","m-info@minezawa.co.jp","0564-25-50000564-25-5055","経営管理部　TEL:0564-25-5000　FAX:0564-25-5055"
"青山コーポレーション(株) ","22名","1〜5名","fujita@aoyama-corp.co.jp","03-3244-0711","青山コーポレーション(株)	〒 103-0022東京都中央区日本橋室町4-2-10 坂田ビル9階採用担当	藤田TEL：03-3244-0711（代表）"
"(株)イズミ ","379名（男女比：男性97名／女性282名）（2016年1月現在） ","6〜10名","info@kusuri-izumi.co.jp",NO DATA,"〒462-0808名古屋市北区上飯田通2丁目37番地 CKビル3F担当　山下"
"(株)ひまわりほーむ ","80名　※2016年3月現在","若干名","info@e-himawari.co.jp担当：中川","076269-8100","TEL：(076)269-8100 （代表）"
"湘南企業(株) ","124名（男116名：女8名）（2016年7月時点）","1〜5名","umezawa@shounankigyo.co.jp 人事担当 梅澤宛","045-226-5500","〒231-0021神奈川県横浜市中区日本大通60　朝日生命横浜ビル3階TEL:045-226-5500"
"(株)オーレック ","275名(2016年4月1日現在)","11〜15名","t.mutou@orec-jp.com","0943-32-5002","〒834-0195福岡県八女郡広川町日吉548-22総務部　武藤智朗TEL:0943-32-5002FAX:0943-32-6551"
"(株)ケイライン【明光義塾】 ","64名（正社員）","1〜5名","keiline-meiko@saiyo17.com","03-4530-9233","株式会社ケイライン採用担当〒154-0004東京都世田谷区太子堂4-1-1キャロットタワー17階TEL:03-4530-9233"
"サンショウ(株) ","99名（男性：50名 女性：49名）","1〜5名","saiyou@sansho-g.co.jp","053-421-1265","総務部　桑原直哉TEL：053-421-1265"
"社会医療法人社団　菊田会　習志野第一病院 ",NO DATA,"46〜50名",NO DATA,"047-454-1511","〒275-0016　千葉県習志野市津田沼5-5-25TEL：047-454-1511（代）FAX：047-451-8841採用担当／松田"
"(株)Aiming ","591名 ※2016年3月31日現在","31〜35名","recruit@aiming-inc.com",NO DATA,"◆東京本社〒151-0053 東京都渋谷区代々木2-1-1 新宿マインズタワー9F(株)Aiming　採用担当◆大阪スタジオ 〒530-0011 大阪府大阪市北区大深町3-1 グランフロント大阪タワーB 18F(株)Aiming　採用担当"
"パールマーケティングソリューションズ(株) ","42名（平成28年4月1日現在）","1〜5名",NO DATA,"03-3517-6800","◆東京本社〒104-0031東京都中央区京橋一丁目1番6号 越前屋ビル3FTEL:03-3517-6800　担当：小泉（こいずみ）"
"(株)セントラル情報センター ","277名（2015年4月）","11〜15名","E-mail　recruit@cic-kk.co.jp","03-3496-1571","〒150-0043東京都渋谷区道玄坂2-16-4野村不動産渋谷道玄坂ビルTEL：03-3496-1571FAX：03-3496-5204本社 業務本部人事総務課　川原田（かわらだ）・小宮（こみや）"
"(株)信陽 ","正社員 97名（2015年12月）  全従業員 338名  ※嘱託・契約・パートを含む","6〜10名","okamura_gyomu@shinyo-web.co.jp","03-3505-1833","〒106-0044 住所　東京都港区東麻布2-26-2 総務人事部 採用担当TEL:　03-3505-1833"
"JR九州ドラッグイレブン(株)＜総合職＞ ","2,250名（2016年2月現在）","11〜15名","jinji@drugeleven.com","092-583-3100","〒816-0905福岡県大野城市川久保1-2-1JR九州ドラッグイレブン(株)本社　人材創造部　桑原TEL：092-583-3100FAX：092-583-3020"
"イオンペット(株) ","2,915名（2016年1月現在）","101〜200名","recruit@aeonpet.co.jp","047-700-2820","〒272-0023　千葉県市川市南八幡4丁目17-8　コスモス本八幡1階部署：採用教育部TEL:047-700-2820/メールアドレス：recruit@aeonpet.co.jp"
"(株)ホテル黒部 ","35名","若干名","k.nakajima@hotelkurobe.co.jp  ","0765-62-13310765-62-1077","(株)ホテル黒部〒938-0282 富山県黒部市宇奈月温泉7TEL:0765-62-1331 FAX:0765-62-1077担当： 中島勝喜（常務） "
"(有)エビスヤ薬局 ","7名","1〜5名",NO DATA,NO DATA,"エビスヤ薬局　本店愛媛県東温市北方2204電話番号 099-966-2216採用担当:渡部"
"(株)プラングラン ","5名","1〜5名","info@plangran.co.jp","06-7504-1715","〒546-0002大阪府大阪市東住吉区杭全1-11-12-102(株)プラングランtel:06-7504-1715採用担当　花田 豊嘉"
